head,relation,tail,doc_id
pethidin,mentioned_in,9483814,9483814
butylscopolamine,mentioned_in,9483814,9483814
bupivacain,mentioned_in,9483814,9483814
prostaglandin,mentioned_in,9483814,9483814
hyperglycemia,mentioned_in,22720085,22720085
cardiovascular disease,mentioned_in,22720085,22720085
cvd,mentioned_in,22720085,22720085
diabetes,mentioned_in,22720085,22720085
glucose,mentioned_in,22720085,22720085
weight loss,mentioned_in,24748473,24748473
obese,mentioned_in,24748473,24748473
obesity,mentioned_in,24748473,24748473
lsgs,mentioned_in,24748473,24748473
apnea,mentioned_in,24748473,24748473
functional somatic symptoms,mentioned_in,15588538,15588538
chronic functional somatic symptoms,mentioned_in,15588538,15588538
nijmegen,mentioned_in,15588538,15588538
comorbidity,mentioned_in,15588538,15588538
psychiatric,mentioned_in,15588538,15588538
urinary tract infection,mentioned_in,22211919,22211919
congestive heart failure,mentioned_in,24433626,24433626
ischemic heart disease,mentioned_in,24433626,24433626
stroke/transient,mentioned_in,24433626,24433626
chronic kidney disease,mentioned_in,24433626,24433626
depression,mentioned_in,24433626,24433626
diabetes,mentioned_in,24433626,24433626
osteoporosis,mentioned_in,24433626,24433626
rheumatoid arthritis/osteoarthritis,mentioned_in,24433626,24433626
alzheimer's disease,mentioned_in,24433626,24433626
cancer,mentioned_in,24433626,24433626
chronic obstructive pulmonary disease,mentioned_in,24433626,24433626
syphilis,mentioned_in,9542484,9542484
labour,mentioned_in,9542484,9542484
prostate cancer,mentioned_in,17008699,17008699
primary prostate cancer,mentioned_in,17008699,17008699
toxicity,mentioned_in,17008699,17008699
anxiety,mentioned_in,17008699,17008699
depression,mentioned_in,17008699,17008699
cortisol,mentioned_in,23228527,23228527
n=65,mentioned_in,23228527,23228527
spasticity,mentioned_in,15489384,15489384
stroke,mentioned_in,15489384,15489384
holmium,mentioned_in,17444776,17444776
metered-dose,mentioned_in,8422202,8422202
asthma,mentioned_in,8422202,8422202
alginate,mentioned_in,23794696,23794696
overweight,mentioned_in,20549895,20549895
alcohol,mentioned_in,20549895,20549895
diphtheria,mentioned_in,20549895,20549895
tetanus,mentioned_in,20549895,20549895
poliomyelitis,mentioned_in,20549895,20549895
hepatitis b,mentioned_in,20549895,20549895
neoplasia,mentioned_in,18714572,18714572
vaginal lesions,mentioned_in,18714572,18714572
koilocytosis,mentioned_in,18714572,18714572
cin,mentioned_in,18714572,18714572
cin ii,mentioned_in,18714572,18714572
carcinoma,mentioned_in,18714572,18714572
high-grade vain,mentioned_in,18714572,18714572
ventricular dysfunction,mentioned_in,8910148,8910148
left ventricular dysfunction,mentioned_in,8910148,8910148
fac,mentioned_in,8910148,8910148
epinephrine,mentioned_in,8910148,8910148
hemorrhage,mentioned_in,8910148,8910148
sodium chloride,mentioned_in,23899611,23899611
edaravone,mentioned_in,23899611,23899611
glutathione,mentioned_in,23899611,23899611
gsh,mentioned_in,23899611,23899611
malondialdehyde,mentioned_in,23899611,23899611
mda,mentioned_in,23899611,23899611
tac,mentioned_in,23899611,23899611
edema,mentioned_in,23899611,23899611
i/r injury,mentioned_in,23899611,23899611
stroke,mentioned_in,10548670,10548670
neurological deficit,mentioned_in,10548670,10548670
ninds,mentioned_in,10548670,10548670
cerebral infarction,mentioned_in,10548670,10548670
right hemisphere strokes,mentioned_in,10548670,10548670
left hemisphere strokes,mentioned_in,10548670,10548670
hemisphere stroke,mentioned_in,10548670,10548670
hemisphere strokes,mentioned_in,10548670,10548670
left hemisphere stroke,mentioned_in,10548670,10548670
right hemisphere stroke,mentioned_in,10548670,10548670
tmj,mentioned_in,26907557,26907557
nonorthopaedic injuries,mentioned_in,20871246,20871246
fractures,mentioned_in,20871246,20871246
pelvic fractures,mentioned_in,20871246,20871246
trauma,mentioned_in,20871246,20871246
abdomen injuries,mentioned_in,20871246,20871246
abdomen injury,mentioned_in,20871246,20871246
celiac disease,mentioned_in,22876568,22876568
autoimmune enteropathy,mentioned_in,22876568,22876568
villus atrophy,mentioned_in,22876568,22876568
malabsorption,mentioned_in,22876568,22876568
vitamin d,mentioned_in,22876568,22876568
autoimmune diseases,mentioned_in,22876568,22876568
calcium,mentioned_in,22876568,22876568
25-hydroxyvitamin d,mentioned_in,22876568,22876568
non-obese,mentioned_in,22876568,22876568
hiv infection,mentioned_in,15280782,15280782
hiv- infected,mentioned_in,15280782,15280782
cholestasis,mentioned_in,17502203,17502203
small bowel atresia,mentioned_in,17502203,17502203
atresia,mentioned_in,17502203,17502203
duodenal atresia,mentioned_in,17502203,17502203
jejunoileal atresia,mentioned_in,17502203,17502203
multiple atresia,mentioned_in,17502203,17502203
short bowel,mentioned_in,17502203,17502203
biliary atresia,mentioned_in,17502203,17502203
deaths,mentioned_in,17502203,17502203
cipt,mentioned_in,26370095,26370095
482/qaly,mentioned_in,26370095,26370095
pain,mentioned_in,10354335,10354335
head and neck paragangliomas,mentioned_in,26452334,26452334
tumour,mentioned_in,26452334,26452334
tumours,mentioned_in,26452334,26452334
paragangliomas,mentioned_in,26452334,26452334
breast lesions,mentioned_in,15065192,15065192
malignancy,mentioned_in,15065192,15065192
malocclusion,mentioned_in,25488308,25488308
orthodontic,mentioned_in,25488308,25488308
thickness,mentioned_in,25488308,25488308
neurological complications,mentioned_in,26222664,26222664
neurological deficit,mentioned_in,26222664,26222664
thoracic 3-column osteotomies,mentioned_in,26222664,26222664
3-column osteotomies,mentioned_in,26222664,26222664
psychiatric,mentioned_in,22617083,22617083
personality disorder,mentioned_in,22617083,22617083
ages,mentioned_in,9767546,9767546
glycoxidation,mentioned_in,9767546,9767546
normoglycemic uremia,mentioned_in,9767546,9767546
uremia,mentioned_in,9767546,9767546
carbohydrate-derived adducts,mentioned_in,9767546,9767546
maillard,mentioned_in,9767546,9767546
carboxymethyllysine,mentioned_in,9767546,9767546
cml,mentioned_in,9767546,9767546
polyunsaturated fatty acids,mentioned_in,9767546,9767546
carbohydrate,mentioned_in,9767546,9767546
carbonyl compounds,mentioned_in,9767546,9767546
pentosidine,mentioned_in,9767546,9767546
carbohydrate-derived carbonyls,mentioned_in,9767546,9767546
malondialdehyde,mentioned_in,9767546,9767546
lipid-derived carbonyls,mentioned_in,9767546,9767546
fructoselysine,mentioned_in,9767546,9767546
diabetic and non-diabetic,mentioned_in,9767546,9767546
glucose,mentioned_in,9767546,9767546
diabetic and non-diabetic hemodialysis,mentioned_in,9767546,9767546
hpv infection,mentioned_in,21214884,21214884
breast milk,mentioned_in,21214884,21214884
ovarian cancer,mentioned_in,23321509,23321509
peritoneal carcinomatosis,mentioned_in,23321509,23321509
ascites,mentioned_in,23321509,23321509
tumour,mentioned_in,23321509,23321509
platinum,mentioned_in,23321509,23321509
non-small lung carcinoma,mentioned_in,16827975,16827975
non-small cell carcinoma,mentioned_in,16827975,16827975
iiib,mentioned_in,16827975,16827975
comorbidity,mentioned_in,16827975,16827975
weight loss,mentioned_in,16827975,16827975
ropivacaine hydrochloride,mentioned_in,18179827,18179827
pain,mentioned_in,18179827,18179827
ropivacaine,mentioned_in,18179827,18179827
"nausea,",mentioned_in,18179827,18179827
fever,mentioned_in,18179827,18179827
vomiting,mentioned_in,18179827,18179827
bleeding,mentioned_in,18179827,18179827
otalgia,mentioned_in,18179827,18179827
trismus,mentioned_in,18179827,18179827
pain,mentioned_in,14872327,14872327
psychiatric,mentioned_in,14872327,14872327
psychiatric disorder,mentioned_in,14872327,14872327
low back pain,mentioned_in,14872327,14872327
headache,mentioned_in,14872327,14872327
shoulder and neck pain,mentioned_in,14872327,14872327
affective disorders,mentioned_in,14872327,14872327
"neurotic, stress-related and",mentioned_in,14872327,14872327
somatoform disorders,mentioned_in,14872327,14872327
psychotic disorders,mentioned_in,14872327,14872327
schizophrenia,mentioned_in,14872327,14872327
schizotypic,mentioned_in,14872327,14872327
delusional disorders,mentioned_in,14872327,14872327
depression,mentioned_in,14872327,14872327
or=3.609,mentioned_in,14872327,14872327
overactive bladder,mentioned_in,24809662,24809662
anterior/apical prolapse,mentioned_in,24809662,24809662
urinary incontinence,mentioned_in,24809662,24809662
mui,mentioned_in,24809662,24809662
depression,mentioned_in,26485091,26485091
aaps,mentioned_in,26485091,26485091
second-line,mentioned_in,26485091,26485091
antidepressant,mentioned_in,26485091,26485091
warfarin,mentioned_in,12805495,12805495
intracerebral hemorrhage,mentioned_in,12805495,12805495
ich,mentioned_in,12805495,12805495
nonvalvular atrial fibrillation,mentioned_in,12805495,12805495
strategies-warfarin,mentioned_in,12805495,12805495
hemorrhage,mentioned_in,12805495,12805495
lobar,mentioned_in,12805495,12805495
prior lobar ich,mentioned_in,12805495,12805495
hemispheric ich,mentioned_in,12805495,12805495
thromboembolic stroke,mentioned_in,12805495,12805495
"stones, stone location",mentioned_in,19925761,19925761
parkinson's disease,mentioned_in,20382292,20382292
idiopathic pd,mentioned_in,20382292,20382292
parkinson's disease rating scale,mentioned_in,20382292,20382292
cancer,mentioned_in,22236315,22236315
"breast, colorectal (crc) and lung cancer",mentioned_in,22236315,22236315
breast cancer,mentioned_in,22236315,22236315
time-to-treatment,mentioned_in,22236315,22236315
crc,mentioned_in,22236315,22236315
folic acid,mentioned_in,17051586,17051586
congenital heart anomalies,mentioned_in,17051586,17051586
down syndrome,mentioned_in,17051586,17051586
heart anomalies,mentioned_in,17051586,17051586
birth defects,mentioned_in,17051586,17051586
ventricular septal [vsd]),mentioned_in,17051586,17051586
ostium secundum type,mentioned_in,17051586,17051586
atrial septal defects [asd]and endocardial cushion defects,mentioned_in,17051586,17051586
conotruncal defects,mentioned_in,17051586,17051586
asds,mentioned_in,17051586,17051586
mood disorders,mentioned_in,25007420,25007420
anxiety,mentioned_in,25007420,25007420
dementia,mentioned_in,25007420,25007420
diabetes mellitus,mentioned_in,26556589,26556589
t1dm,mentioned_in,26556589,26556589
hyperglycaemia,mentioned_in,26556589,26556589
"± 11,",mentioned_in,26556589,26556589
± 10),mentioned_in,26556589,26556589
diabetic complications,mentioned_in,26556589,26556589
primary eosinophilic esophagitis,mentioned_in,12612531,12612531
chronic inflammatory disorder of the esophagus,mentioned_in,12612531,12612531
dysphagia,mentioned_in,12612531,12612531
fragile esophageal mucosa,mentioned_in,12612531,12612531
trauma,mentioned_in,12612531,12612531
acetabular fractures,mentioned_in,26194560,26194560
osteoporotic,mentioned_in,26194560,26194560
hip arthroplasty,mentioned_in,26194560,26194560
tha,mentioned_in,26194560,26194560
fractures,mentioned_in,26194560,26194560
articular comminution,mentioned_in,26194560,26194560
unreducible,mentioned_in,26194560,26194560
pulmonary embolism,mentioned_in,26194560,26194560
ischium,mentioned_in,26194560,26194560
chronic pulmonary regurgitation,mentioned_in,11079675,11079675
tetralogy of fallot (tof,mentioned_in,11079675,11079675
sudden cardiac death,mentioned_in,11079675,11079675
tof,mentioned_in,11079675,11079675
xanthogranulomatous cholecystitis,mentioned_in,21459725,21459725
xgc,mentioned_in,21459725,21459725
cholecystitis,mentioned_in,21459725,21459725
gallbladder carcinoma,mentioned_in,21459725,21459725
gbc,mentioned_in,21459725,21459725
chronic cholecystitis,mentioned_in,21459725,21459725
atrophy,mentioned_in,21172844,21172844
frontotemporal lobar degeneration,mentioned_in,21172844,21172844
ftld-tdp,mentioned_in,21172844,21172844
"ftld-tdp type 1, 9",mentioned_in,21172844,21172844
temporal lobe atrophy,mentioned_in,21172844,21172844
posterior frontal atrophy,mentioned_in,21172844,21172844
progranulin,mentioned_in,21172844,21172844
dementia,mentioned_in,21172844,21172844
breast cancer,mentioned_in,24946973,24946973
high-dose,mentioned_in,24946973,24946973
hdr,mentioned_in,24946973,24946973
tumor,mentioned_in,24946973,24946973
fibrosis,mentioned_in,24946973,24946973
telangiectasia,mentioned_in,24946973,24946973
hyperpigmentation,mentioned_in,24946973,24946973
bipolar i disorder,mentioned_in,17335331,17335331
bipolar disorders,mentioned_in,17335331,17335331
manic,mentioned_in,17335331,17335331
grandiosity,mentioned_in,17335331,17335331
psychiatric,mentioned_in,17335331,17335331
affective disorders,mentioned_in,17335331,17335331
mania,mentioned_in,17335331,17335331
psychosis,mentioned_in,17335331,17335331
overweight,mentioned_in,27581329,27581329
obese,mentioned_in,27581329,27581329
concussion,mentioned_in,11867487,11867487
hematoma,mentioned_in,12765819,12765819
subarachnoid hemorrhage,mentioned_in,12765819,12765819
sah,mentioned_in,12765819,12765819
ruptured internal carotid aneurysm,mentioned_in,12765819,12765819
fasudil hydrochloride,mentioned_in,12765819,12765819
vasospasm,mentioned_in,12765819,12765819
buttock pain,mentioned_in,12765819,12765819
sciatica,mentioned_in,12765819,12765819
pain,mentioned_in,12765819,12765819
neurologic deficit,mentioned_in,12765819,12765819
stroke,mentioned_in,24507422,24507422
thrombus,mentioned_in,24507422,24507422
atherosclerotic,mentioned_in,24507422,24507422
cognitive dysfunction,mentioned_in,9854965,9854965
motor neuron disease,mentioned_in,9854965,9854965
mnd,mentioned_in,9854965,9854965
demented,mentioned_in,9854965,9854965
impaired language function,mentioned_in,9854965,9854965
aphasic syndrome,mentioned_in,9854965,9854965
anomia,mentioned_in,9854965,9854965
cognitive deficits,mentioned_in,9854965,9854965
tuberculosis,mentioned_in,21756515,21756515
dst,mentioned_in,21756515,21756515
tumors,mentioned_in,19131405,19131405
tumor,mentioned_in,19131405,19131405
pleomorphic adenomas,mentioned_in,19131405,19131405
myoepithelial adenomas,mentioned_in,19131405,19131405
lipomas,mentioned_in,19131405,19131405
salivary duct carcinomas,mentioned_in,19131405,19131405
mucoepidermoid carcinomas,mentioned_in,19131405,19131405
acinic cell carcinomas,mentioned_in,19131405,19131405
basal cell adenocarcinomas,mentioned_in,19131405,19131405
warthin tumors,mentioned_in,19131405,19131405
hypotension,mentioned_in,18568290,18568290
hypertension,mentioned_in,18568290,18568290
endothelin-1,mentioned_in,18568290,18568290
et-1,mentioned_in,18568290,18568290
end-stage renal disease,mentioned_in,18568290,18568290
esrd,mentioned_in,18568290,18568290
dialysis-induced hypotension,mentioned_in,18568290,18568290
death,mentioned_in,18667100,18667100
affective disorders,mentioned_in,18667100,18667100
affective disorder,mentioned_in,18667100,18667100
major affective disorders,mentioned_in,18667100,18667100
depression,mentioned_in,18667100,18667100
depressive and bipolar disorders,mentioned_in,18667100,18667100
suicidal behavior,mentioned_in,18667100,18667100
bipolar,mentioned_in,18667100,18667100
hopelessness,mentioned_in,18667100,18667100
breast cancer,mentioned_in,9191526,9191526
